Origin,Destination,Carrier,ShipmentType,Weight,Volume,Dimensions,PlannedShipDate,ActualShipDate,PlannedDeliveryDate,ActualDeliveryDate,Status,DeliveryTimeDays
Atlanta,Denver,FedEx,Express,254.8,5.0,44x29x25,2025-05-10,2025-05-10,2025-05-14,2025-05-14,Delivered,4
Dallas,Denver,FedEx,Standard,169.2,2.9,42x12x23,2025-05-11,2025-05-11,2025-05-17,2025-05-17,Delivered,6
New York,Miami,FedEx,Standard,303.7,5.7,22x11x16,2025-05-08,2025-05-08,2025-05-14,2025-05-14,Delivered,6
Boston,Las Vegas,DHL,Express,315.1,4.0,32x28x22,2025-05-28,2025-05-28,2025-06-02,2025-06-02,Delayed,5
New York,Phoenix,DHL,Standard,188.1,2.8,16x25x30,2025-05-26,2025-05-26,2025-05-31,2025-05-31,Disrupted,5
Dallas,Phoenix,FedEx,Standard,89.9,3.1,37x29x20,2025-05-31,2025-05-31,2025-06-07,2025-06-07,Delivered,7
Chicago,Las Vegas,FedEx,Fragile,127.0,2.6,39x15x15,2025-05-14,2025-05-14,2025-05-15,2025-05-15,Delivered,1
Chicago,Miami,DHL,Standard,127.5,3.2,41x25x26,2025-05-15,2025-05-15,2025-05-22,2025-05-22,Disrupted,7
Dallas,Phoenix,FedEx,Express,133.9,1.9,38x32x14,2025-05-11,2025-05-11,2025-05-17,2025-05-17,Delayed,6
San Diego,Phoenix,UPS,Express,60.2,1.2,49x10x17,2025-05-25,2025-05-26,2025-05-29,2025-05-31,Delivered,5
Detroit,Denver,FedEx,Fragile,269.6,5.4,32x21x27,2025-05-20,2025-05-21,2025-05-22,2025-05-22,Delivered,1
Atlanta,Seattle,FedEx,Standard,309.0,5.9,47x11x28,2025-05-18,2025-05-18,2025-05-23,2025-05-25,Delivered,7
Houston,Orlando,UPS,Express,164.9,4.0,40x29x13,2025-05-04,2025-05-04,2025-05-05,2025-05-05,Delivered,1
Atlanta,Seattle,FedEx,Standard,79.0,2.2,27x14x13,2025-05-13,2025-05-13,2025-05-15,2025-05-15,Delayed,2
Houston,San Francisco,FedEx,Standard,80.7,2.9,47x40x15,2025-05-24,2025-05-25,2025-05-25,2025-05-25,Delayed,0
Dallas,Phoenix,DHL,Express,155.4,2.5,26x32x29,2025-05-16,2025-05-16,2025-05-21,2025-05-21,Delivered,5
Miami,Los Angeles,FedEx,Express,73.8,3.3,44x30x9,2025-05-11,2025-05-11,2025-05-14,2025-05-16,Delayed,5
Philadelphia,Seattle,UPS,Fragile,316.6,4.8,50x33x30,2025-05-31,2025-05-31,2025-06-02,2025-06-03,Delivered,3
Atlanta,Denver,DHL,Express,337.2,5.9,47x31x18,2025-05-02,2025-05-02,2025-05-04,2025-05-04,Delivered,2
Houston,Miami,FedEx,Standard,173.2,4.5,20x25x13,2025-05-18,2025-05-18,2025-05-24,2025-05-24,Disrupted,6
Dallas,Los Angeles,DHL,Standard,110.2,1.9,21x36x29,2025-05-01,2025-05-01,2025-05-08,2025-05-10,Delivered,9
Houston,Denver,UPS,Standard,251.6,5.4,15x11x21,2025-05-09,2025-05-10,2025-05-11,2025-05-13,Delivered,3
Houston,Denver,FedEx,Standard,59.0,3.0,31x13x9,2025-05-14,2025-05-14,2025-05-17,2025-05-17,Disrupted,3
Boston,Houston,DHL,Express,229.2,2.9,18x15x25,2025-05-11,2025-05-12,2025-05-14,2025-05-14,Delivered,2
Atlanta,Orlando,DHL,Fragile,223.5,4.5,47x31x13,2025-05-29,2025-05-30,2025-05-31,2025-05-31,Delayed,1
Philadelphia,Las Vegas,DHL,Fragile,109.8,2.6,49x34x26,2025-05-15,2025-05-15,2025-05-21,2025-05-21,Delivered,6
New York,Austin,DHL,Standard,60.5,2.3,19x28x17,2025-05-10,2025-05-10,2025-05-13,2025-05-13,Delivered,3
Atlanta,Orlando,UPS,Fragile,56.4,3.3,37x13x20,2025-05-20,2025-05-20,2025-05-23,2025-05-24,Delivered,4
Detroit,Denver,UPS,Standard,326.4,6.2,39x32x23,2025-05-13,2025-05-13,2025-05-14,2025-05-14,Delivered,1
Miami,Austin,DHL,Fragile,251.3,3.9,39x30x30,2025-05-26,2025-05-26,2025-05-28,2025-05-28,Delayed,2
Houston,Houston,DHL,Express,116.7,2.0,18x20x30,2025-05-22,2025-05-23,2025-05-28,2025-05-29,Delayed,6
Detroit,Denver,DHL,Express,232.7,4.3,40x25x21,2025-05-31,2025-05-31,2025-06-01,2025-06-01,Delivered,1
Miami,Houston,UPS,Express,148.9,3.9,33x12x30,2025-05-10,2025-05-10,2025-05-15,2025-05-15,Delivered,5
Dallas,Miami,UPS,Fragile,245.7,4.3,24x14x15,2025-05-02,2025-05-02,2025-05-06,2025-05-06,Delivered,4
Atlanta,Los Angeles,DHL,Fragile,234.7,4.3,45x22x11,2025-05-30,2025-05-31,2025-06-06,2025-06-06,Delivered,6
Atlanta,San Francisco,UPS,Express,60.3,2.7,27x36x25,2025-05-05,2025-05-06,2025-05-06,2025-05-06,Delivered,0
New York,Houston,UPS,Standard,254.0,3.4,44x38x19,2025-05-27,2025-05-27,2025-05-28,2025-05-28,Delivered,1
New York,Houston,FedEx,Standard,92.7,3.8,46x17x18,2025-05-06,2025-05-07,2025-05-08,2025-05-08,Delivered,1
Boston,Houston,DHL,Express,75.4,1.8,36x36x25,2025-05-22,2025-05-22,2025-05-28,2025-05-30,Delivered,8
Houston,Austin,FedEx,Fragile,281.6,4.6,28x35x23,2025-05-05,2025-05-06,2025-05-07,2025-05-07,Disrupted,1
Atlanta,Los Angeles,FedEx,Fragile,72.1,2.4,18x11x8,2025-05-25,2025-05-25,2025-05-28,2025-05-30,Delivered,5
New York,Orlando,DHL,Standard,204.2,4.5,21x15x11,2025-05-28,2025-05-29,2025-05-30,2025-05-30,Disrupted,1
Dallas,Seattle,FedEx,Standard,236.1,4.2,50x23x22,2025-05-29,2025-05-29,2025-05-31,2025-06-01,Delivered,3
San Diego,Houston,FedEx,Standard,216.7,4.6,16x31x18,2025-05-22,2025-05-22,2025-05-26,2025-05-27,Delivered,5
Dallas,Los Angeles,FedEx,Fragile,309.8,5.0,31x31x13,2025-05-31,2025-06-01,2025-06-02,2025-06-03,Delayed,2
Atlanta,San Francisco,UPS,Express,94.3,3.5,23x34x17,2025-05-02,2025-05-02,2025-05-09,2025-05-10,Delivered,8
Philadelphia,Orlando,DHL,Standard,196.7,3.1,16x28x14,2025-05-19,2025-05-19,2025-05-26,2025-05-26,Delivered,7
Dallas,Las Vegas,UPS,Fragile,147.7,3.3,27x28x25,2025-05-20,2025-05-21,2025-05-26,2025-05-26,Delivered,5
New York,Los Angeles,FedEx,Fragile,326.9,5.4,44x31x26,2025-05-19,2025-05-19,2025-05-26,2025-05-28,Delivered,9
Chicago,Austin,DHL,Standard,245.2,4.4,28x15x24,2025-05-25,2025-05-25,2025-05-30,2025-05-30,Delivered,5
Dallas,Phoenix,DHL,Express,63.4,2.2,35x28x14,2025-05-27,2025-05-27,2025-06-02,2025-06-04,Delivered,8
Detroit,Seattle,UPS,Express,196.9,2.8,48x15x22,2025-05-10,2025-05-10,2025-05-11,2025-05-11,Delivered,1
Philadelphia,Austin,UPS,Express,68.1,3.3,46x18x24,2025-05-20,2025-05-21,2025-05-21,2025-05-22,Delivered,1
Atlanta,Los Angeles,DHL,Fragile,125.9,3.1,44x18x27,2025-05-07,2025-05-07,2025-05-11,2025-05-13,Delivered,6
San Diego,Denver,DHL,Express,214.2,4.0,31x10x10,2025-05-11,2025-05-11,2025-05-13,2025-05-13,Delivered,2
Dallas,Las Vegas,FedEx,Express,155.5,4.1,21x27x18,2025-05-30,2025-05-30,2025-06-03,2025-06-04,Disrupted,5
Detroit,Los Angeles,DHL,Fragile,148.9,3.8,29x24x16,2025-05-24,2025-05-24,2025-05-28,2025-05-28,Disrupted,4
Atlanta,Los Angeles,DHL,Express,249.0,4.2,40x38x24,2025-05-08,2025-05-08,2025-05-14,2025-05-14,Delivered,6
Houston,Los Angeles,FedEx,Express,66.6,2.3,18x29x16,2025-05-05,2025-05-06,2025-05-06,2025-05-06,Delayed,0
Detroit,Austin,UPS,Standard,237.4,3.1,31x17x10,2025-05-31,2025-06-01,2025-06-03,2025-06-03,Delivered,2
Miami,Orlando,FedEx,Fragile,192.9,3.8,27x35x20,2025-05-20,2025-05-20,2025-05-24,2025-05-24,Delivered,4
New York,Orlando,UPS,Fragile,197.1,4.7,16x15x15,2025-05-01,2025-05-01,2025-05-08,2025-05-08,Delayed,7
Miami,Houston,DHL,Standard,56.0,1.1,43x22x27,2025-05-11,2025-05-12,2025-05-12,2025-05-14,Disrupted,2
Houston,Houston,UPS,Fragile,171.8,2.3,38x26x28,2025-05-04,2025-05-04,2025-05-05,2025-05-06,Delivered,2
Miami,Las Vegas,FedEx,Fragile,194.7,3.6,47x20x8,2025-05-03,2025-05-03,2025-05-07,2025-05-07,Disrupted,4
San Diego,Seattle,DHL,Express,299.4,5.5,25x39x26,2025-05-30,2025-05-30,2025-06-04,2025-06-04,Delivered,5
Dallas,Miami,UPS,Standard,101.0,3.4,31x12x11,2025-05-30,2025-05-30,2025-06-04,2025-06-04,Delayed,5
San Diego,Houston,DHL,Fragile,277.4,4.2,16x24x16,2025-05-15,2025-05-15,2025-05-16,2025-05-16,Delivered,1
Chicago,Miami,FedEx,Express,123.1,2.7,34x24x20,2025-05-03,2025-05-03,2025-05-08,2025-05-08,Delivered,5
Detroit,Seattle,FedEx,Fragile,305.5,3.9,25x11x9,2025-05-31,2025-05-31,2025-06-01,2025-06-01,Delayed,1
Philadelphia,San Francisco,FedEx,Standard,227.3,3.0,23x19x24,2025-05-18,2025-05-19,2025-05-22,2025-05-22,Delivered,3
Houston,Denver,UPS,Express,134.6,3.2,43x26x19,2025-05-11,2025-05-11,2025-05-17,2025-05-17,Delivered,6
Houston,San Francisco,UPS,Standard,58.2,2.3,18x37x24,2025-05-17,2025-05-17,2025-05-23,2025-05-25,Delivered,8
Dallas,Austin,UPS,Express,71.4,2.6,31x27x30,2025-05-23,2025-05-24,2025-05-28,2025-05-30,Delivered,6
Miami,Orlando,FedEx,Standard,136.4,2.2,46x13x25,2025-05-14,2025-05-15,2025-05-15,2025-05-15,Delivered,0
Dallas,Orlando,DHL,Express,327.7,4.9,28x32x19,2025-05-11,2025-05-12,2025-05-12,2025-05-12,Delivered,0
San Diego,Miami,FedEx,Express,278.1,3.9,46x24x9,2025-05-29,2025-05-29,2025-06-04,2025-06-04,Delayed,6
Atlanta,Miami,DHL,Fragile,131.5,2.7,40x10x23,2025-05-19,2025-05-20,2025-05-22,2025-05-22,Disrupted,2
Atlanta,Seattle,DHL,Fragile,80.5,1.7,37x20x19,2025-05-04,2025-05-04,2025-05-08,2025-05-08,Delivered,4
San Diego,Seattle,FedEx,Express,87.3,3.8,34x10x30,2025-05-19,2025-05-19,2025-05-24,2025-05-24,Delivered,5
Philadelphia,Austin,FedEx,Fragile,193.3,4.4,40x36x17,2025-05-28,2025-05-29,2025-05-29,2025-05-29,Delivered,0
New York,Orlando,FedEx,Standard,101.7,3.2,45x37x22,2025-05-15,2025-05-16,2025-05-16,2025-05-16,Disrupted,0
Miami,Los Angeles,FedEx,Express,115.7,2.7,32x16x21,2025-05-24,2025-05-24,2025-05-26,2025-05-26,Delivered,2
Houston,San Francisco,FedEx,Express,228.6,3.1,44x38x26,2025-05-07,2025-05-08,2025-05-13,2025-05-14,Delivered,6
Chicago,Orlando,UPS,Express,133.7,4.2,36x40x25,2025-05-26,2025-05-27,2025-06-02,2025-06-02,Delivered,6
San Diego,Houston,UPS,Fragile,126.6,2.2,47x13x26,2025-05-31,2025-05-31,2025-06-01,2025-06-01,Delivered,1
Miami,Miami,DHL,Fragile,197.3,3.8,49x27x25,2025-05-16,2025-05-16,2025-05-19,2025-05-21,Delayed,5
Detroit,Orlando,DHL,Fragile,213.8,3.7,46x31x17,2025-05-20,2025-05-20,2025-05-25,2025-05-25,Delivered,5
Houston,Denver,UPS,Standard,99.1,2.8,26x14x16,2025-05-19,2025-05-19,2025-05-25,2025-05-25,Delivered,6
Chicago,Los Angeles,UPS,Fragile,72.1,3.3,15x14x10,2025-05-12,2025-05-12,2025-05-13,2025-05-13,Delivered,1
Miami,Houston,DHL,Standard,349.3,6.1,32x40x21,2025-05-10,2025-05-10,2025-05-12,2025-05-12,Delivered,2
Houston,Las Vegas,UPS,Fragile,283.4,3.4,43x12x21,2025-05-29,2025-05-30,2025-05-31,2025-06-01,Delivered,2
Atlanta,Houston,FedEx,Standard,264.2,4.8,38x24x25,2025-05-24,2025-05-24,2025-05-25,2025-05-25,Delivered,1
San Diego,Denver,DHL,Standard,168.3,3.3,23x33x21,2025-05-24,2025-05-24,2025-05-28,2025-05-29,Delivered,5
Detroit,Miami,DHL,Fragile,227.8,3.2,20x28x12,2025-05-30,2025-05-30,2025-06-02,2025-06-04,Delivered,5
Detroit,Phoenix,FedEx,Standard,187.6,4.5,31x13x11,2025-05-23,2025-05-24,2025-05-29,2025-05-29,Delivered,5
Miami,Phoenix,DHL,Fragile,232.3,5.1,33x35x16,2025-05-03,2025-05-03,2025-05-08,2025-05-08,Delayed,5
New York,Los Angeles,FedEx,Express,104.8,3.1,21x37x20,2025-05-26,2025-05-26,2025-06-02,2025-06-04,Delivered,9
Chicago,Miami,DHL,Standard,278.5,5.8,20x15x19,2025-05-11,2025-05-11,2025-05-14,2025-05-15,Delivered,4
Houston,Miami,UPS,Express,197.5,3.6,32x13x16,2025-05-28,2025-05-29,2025-05-30,2025-06-01,Delivered,3
Dallas,Seattle,UPS,Standard,110.2,2.7,28x14x14,2025-05-03,2025-05-04,2025-05-04,2025-05-04,Disrupted,0
Atlanta,Phoenix,DHL,Standard,228.1,3.1,35x33x29,2025-05-10,2025-05-11,2025-05-13,2025-05-13,Delivered,2
Philadelphia,Los Angeles,DHL,Express,272.3,4.5,36x30x18,2025-05-24,2025-05-25,2025-05-26,2025-05-26,Disrupted,1
Philadelphia,Las Vegas,UPS,Standard,139.7,4.2,35x29x26,2025-05-07,2025-05-08,2025-05-11,2025-05-12,Delivered,4
Boston,Houston,UPS,Express,178.4,3.5,29x12x14,2025-05-12,2025-05-12,2025-05-16,2025-05-18,Delivered,6
San Diego,San Francisco,UPS,Express,61.8,3.6,29x22x26,2025-05-06,2025-05-06,2025-05-07,2025-05-08,Delivered,2
Philadelphia,Austin,FedEx,Standard,257.9,3.3,17x11x23,2025-05-23,2025-05-23,2025-05-29,2025-05-30,Delivered,7
Boston,Miami,UPS,Standard,152.3,2.1,20x15x22,2025-05-18,2025-05-18,2025-05-23,2025-05-24,Delayed,6
Dallas,Seattle,DHL,Fragile,166.2,2.8,22x22x17,2025-05-09,2025-05-09,2025-05-13,2025-05-13,Delivered,4
Miami,Denver,DHL,Fragile,278.3,3.7,46x31x17,2025-05-14,2025-05-14,2025-05-18,2025-05-18,Delivered,4
San Diego,Las Vegas,FedEx,Express,231.3,4.5,50x34x22,2025-05-05,2025-05-06,2025-05-06,2025-05-07,Delivered,1
New York,Las Vegas,DHL,Express,107.1,2.9,47x33x18,2025-05-16,2025-05-17,2025-05-22,2025-05-23,Delivered,6
New York,San Francisco,DHL,Standard,147.2,4.3,39x23x22,2025-05-19,2025-05-20,2025-05-20,2025-05-20,Delivered,0
Philadelphia,Los Angeles,DHL,Express,89.1,1.6,28x18x15,2025-05-26,2025-05-26,2025-05-27,2025-05-28,Delivered,2
Houston,Denver,FedEx,Fragile,184.7,4.4,36x37x16,2025-05-17,2025-05-17,2025-05-23,2025-05-24,Delivered,7
San Diego,Phoenix,UPS,Express,245.6,4.3,43x16x18,2025-05-26,2025-05-27,2025-06-01,2025-06-03,Delivered,7
Detroit,Los Angeles,UPS,Standard,122.1,2.1,25x40x12,2025-05-13,2025-05-13,2025-05-17,2025-05-17,Delivered,4
Philadelphia,Austin,UPS,Standard,51.7,3.2,36x16x17,2025-05-17,2025-05-17,2025-05-20,2025-05-20,Delivered,3
Philadelphia,San Francisco,FedEx,Fragile,88.5,3.6,17x15x29,2025-05-15,2025-05-15,2025-05-16,2025-05-16,Delayed,1
Philadelphia,Phoenix,DHL,Express,142.6,2.1,37x19x29,2025-05-18,2025-05-18,2025-05-20,2025-05-20,Delivered,2
Atlanta,Los Angeles,FedEx,Standard,243.5,5.0,47x17x10,2025-05-15,2025-05-16,2025-05-19,2025-05-19,Disrupted,3
Atlanta,Austin,FedEx,Express,314.9,4.3,22x24x8,2025-05-05,2025-05-06,2025-05-09,2025-05-11,Delivered,5
New York,Seattle,DHL,Express,264.3,5.2,50x31x11,2025-05-05,2025-05-05,2025-05-07,2025-05-07,Delivered,2
Houston,Las Vegas,DHL,Fragile,261.6,4.1,41x38x14,2025-05-21,2025-05-21,2025-05-25,2025-05-27,Disrupted,6
San Diego,Los Angeles,DHL,Express,53.1,2.0,30x19x25,2025-05-28,2025-05-28,2025-06-03,2025-06-03,Delivered,6
Houston,Phoenix,DHL,Fragile,166.4,4.4,47x37x24,2025-05-26,2025-05-27,2025-05-29,2025-05-30,Delivered,3
Detroit,Phoenix,UPS,Express,227.1,3.6,22x31x16,2025-05-10,2025-05-10,2025-05-16,2025-05-18,Delivered,8
Boston,Los Angeles,FedEx,Fragile,274.6,3.7,36x25x24,2025-05-18,2025-05-19,2025-05-24,2025-05-24,Delivered,5
Detroit,Austin,UPS,Fragile,175.4,2.5,37x11x23,2025-05-17,2025-05-17,2025-05-21,2025-05-23,Delivered,6
Chicago,Phoenix,DHL,Fragile,336.1,6.3,20x29x26,2025-05-25,2025-05-25,2025-05-28,2025-05-30,Delivered,5
Boston,Houston,DHL,Standard,212.7,4.2,41x20x21,2025-05-27,2025-05-27,2025-06-03,2025-06-04,Delivered,8
Boston,Los Angeles,DHL,Express,158.3,2.5,20x40x10,2025-05-04,2025-05-04,2025-05-10,2025-05-10,Delivered,6
Chicago,Austin,DHL,Standard,53.3,3.3,43x29x20,2025-05-20,2025-05-20,2025-05-21,2025-05-21,Delivered,1
Chicago,Phoenix,UPS,Standard,75.0,2.8,24x29x25,2025-05-27,2025-05-27,2025-05-29,2025-05-29,Delivered,2
Philadelphia,Austin,UPS,Standard,199.8,2.6,31x18x8,2025-05-11,2025-05-12,2025-05-18,2025-05-18,Delayed,6
Atlanta,Miami,DHL,Standard,210.6,3.4,37x21x10,2025-05-17,2025-05-17,2025-05-20,2025-05-20,Delayed,3
Philadelphia,Seattle,FedEx,Express,193.3,4.0,38x25x17,2025-05-03,2025-05-03,2025-05-04,2025-05-04,Delivered,1
San Diego,Houston,DHL,Express,99.7,1.7,15x35x14,2025-05-17,2025-05-17,2025-05-18,2025-05-18,Delivered,1
Philadelphia,Austin,FedEx,Fragile,239.7,4.2,45x20x13,2025-05-30,2025-05-31,2025-06-02,2025-06-02,Delayed,2
Detroit,Phoenix,FedEx,Fragile,287.2,4.2,24x27x20,2025-05-06,2025-05-07,2025-05-07,2025-05-07,Delivered,0
Boston,Los Angeles,FedEx,Express,108.0,2.0,29x23x19,2025-05-20,2025-05-20,2025-05-25,2025-05-25,Delivered,5
Houston,Los Angeles,FedEx,Standard,250.9,3.2,30x29x12,2025-05-08,2025-05-09,2025-05-11,2025-05-11,Delayed,2
Detroit,Austin,DHL,Express,302.1,4.3,18x33x13,2025-05-06,2025-05-06,2025-05-13,2025-05-13,Disrupted,7
Detroit,Los Angeles,DHL,Standard,156.1,3.2,24x22x15,2025-05-20,2025-05-20,2025-05-27,2025-05-27,Delivered,7
Boston,Miami,DHL,Express,280.9,5.4,18x31x15,2025-05-27,2025-05-28,2025-05-30,2025-06-01,Delivered,4
Boston,Orlando,UPS,Express,147.4,4.2,29x23x17,2025-05-18,2025-05-18,2025-05-23,2025-05-23,Delivered,5
Dallas,Denver,UPS,Fragile,309.5,5.5,38x23x28,2025-05-03,2025-05-04,2025-05-09,2025-05-10,Delivered,6
Philadelphia,Las Vegas,UPS,Standard,101.2,3.4,45x29x13,2025-05-31,2025-05-31,2025-06-05,2025-06-05,Delayed,5
Philadelphia,Houston,FedEx,Fragile,279.7,3.4,17x26x24,2025-05-28,2025-05-28,2025-06-04,2025-06-04,Delayed,7
Miami,Las Vegas,DHL,Standard,325.1,4.7,47x36x16,2025-05-25,2025-05-25,2025-06-01,2025-06-01,Delivered,7
San Diego,Austin,DHL,Fragile,243.7,4.9,40x32x13,2025-05-08,2025-05-09,2025-05-14,2025-05-14,Delivered,5
Boston,Seattle,UPS,Express,177.7,3.8,40x19x15,2025-05-14,2025-05-14,2025-05-16,2025-05-18,Delivered,4
Detroit,Seattle,DHL,Fragile,229.0,5.2,34x12x14,2025-05-30,2025-05-30,2025-06-01,2025-06-01,Delivered,2
Detroit,Los Angeles,DHL,Express,229.0,5.1,16x13x10,2025-05-07,2025-05-08,2025-05-10,2025-05-10,Delivered,2
Dallas,Seattle,FedEx,Standard,344.7,6.1,32x35x13,2025-05-01,2025-05-01,2025-05-07,2025-05-07,Delivered,6
Boston,Seattle,DHL,Fragile,117.9,3.8,20x13x12,2025-05-12,2025-05-13,2025-05-18,2025-05-18,Delivered,5
Boston,Seattle,FedEx,Standard,310.5,4.7,24x35x30,2025-05-21,2025-05-21,2025-05-23,2025-05-23,Delivered,2
San Diego,Las Vegas,DHL,Standard,149.0,3.3,38x31x25,2025-05-17,2025-05-17,2025-05-23,2025-05-25,Delivered,8
Chicago,Denver,FedEx,Fragile,297.4,3.8,37x22x15,2025-05-09,2025-05-09,2025-05-10,2025-05-10,Delayed,1
New York,Las Vegas,DHL,Fragile,323.1,6.0,27x31x24,2025-05-20,2025-05-21,2025-05-24,2025-05-24,Delivered,3
Houston,Orlando,DHL,Express,130.5,2.7,38x28x9,2025-05-28,2025-05-29,2025-05-30,2025-05-30,Delivered,1
Detroit,Orlando,FedEx,Express,169.2,4.4,29x22x17,2025-05-17,2025-05-18,2025-05-22,2025-05-24,Delivered,6
San Diego,Miami,FedEx,Fragile,51.1,1.8,45x14x10,2025-05-31,2025-05-31,2025-06-04,2025-06-04,Delivered,4
Dallas,Las Vegas,FedEx,Fragile,298.6,3.5,27x15x23,2025-05-09,2025-05-09,2025-05-11,2025-05-11,Delivered,2
Atlanta,Houston,DHL,Fragile,97.9,3.3,31x38x29,2025-05-15,2025-05-16,2025-05-21,2025-05-21,Delivered,5
Miami,Los Angeles,FedEx,Standard,186.2,4.5,37x27x10,2025-05-25,2025-05-25,2025-05-29,2025-05-29,Delivered,4
Dallas,Orlando,UPS,Standard,258.8,4.6,24x21x26,2025-05-28,2025-05-28,2025-05-31,2025-05-31,Delivered,3
Philadelphia,Las Vegas,FedEx,Fragile,145.2,2.0,29x40x22,2025-05-12,2025-05-12,2025-05-15,2025-05-15,Delivered,3
Philadelphia,Las Vegas,FedEx,Fragile,59.3,1.8,19x26x24,2025-05-18,2025-05-19,2025-05-22,2025-05-22,Disrupted,3
Miami,Phoenix,FedEx,Standard,148.1,3.6,48x39x9,2025-05-28,2025-05-28,2025-05-31,2025-05-31,Delayed,3
San Diego,Los Angeles,UPS,Fragile,279.2,3.7,48x15x29,2025-05-09,2025-05-09,2025-05-12,2025-05-12,Delayed,3
Detroit,Orlando,DHL,Fragile,211.7,4.4,31x36x13,2025-05-17,2025-05-17,2025-05-22,2025-05-24,Delivered,7
New York,Denver,DHL,Standard,80.8,3.0,49x10x11,2025-05-22,2025-05-22,2025-05-27,2025-05-28,Delayed,6
Atlanta,Seattle,FedEx,Standard,137.6,3.9,22x37x17,2025-05-25,2025-05-25,2025-05-26,2025-05-26,Disrupted,1
Detroit,Houston,DHL,Standard,116.2,3.7,28x33x22,2025-05-24,2025-05-25,2025-05-28,2025-05-28,Delivered,3
Philadelphia,Austin,UPS,Express,252.0,3.0,34x25x12,2025-05-24,2025-05-24,2025-05-25,2025-05-25,Delivered,1
New York,San Francisco,FedEx,Standard,160.8,2.5,35x18x18,2025-05-01,2025-05-02,2025-05-03,2025-05-03,Delivered,1
New York,Seattle,UPS,Fragile,62.9,1.8,17x14x24,2025-05-25,2025-05-26,2025-05-28,2025-05-30,Disrupted,4
San Diego,Phoenix,DHL,Standard,315.3,3.7,31x37x19,2025-05-03,2025-05-04,2025-05-08,2025-05-08,Delivered,4
New York,Los Angeles,FedEx,Fragile,74.2,3.3,40x26x22,2025-05-11,2025-05-11,2025-05-17,2025-05-17,Delayed,6
Chicago,Miami,UPS,Express,66.5,2.2,20x10x26,2025-05-23,2025-05-23,2025-05-27,2025-05-29,Delayed,6
Miami,Orlando,FedEx,Express,79.3,2.3,37x31x19,2025-05-07,2025-05-07,2025-05-13,2025-05-13,Delivered,6
Chicago,Denver,UPS,Fragile,50.5,1.0,42x10x27,2025-05-02,2025-05-02,2025-05-08,2025-05-09,Delivered,7
Detroit,San Francisco,DHL,Fragile,287.6,4.7,44x34x17,2025-05-28,2025-05-28,2025-06-02,2025-06-03,Disrupted,6
Detroit,Seattle,FedEx,Express,255.5,4.7,38x11x28,2025-05-01,2025-05-02,2025-05-02,2025-05-02,Delivered,0
Chicago,Houston,FedEx,Express,273.3,3.3,43x13x25,2025-05-24,2025-05-24,2025-05-26,2025-05-26,Delivered,2
Boston,Los Angeles,DHL,Fragile,122.3,2.0,44x30x15,2025-05-22,2025-05-22,2025-05-29,2025-05-29,Delivered,7
Houston,San Francisco,DHL,Standard,144.3,2.1,24x24x25,2025-05-14,2025-05-14,2025-05-15,2025-05-17,Delayed,3
Chicago,Denver,UPS,Express,116.6,3.1,46x33x16,2025-05-06,2025-05-07,2025-05-11,2025-05-11,Disrupted,4
Dallas,San Francisco,FedEx,Fragile,127.3,2.5,33x13x16,2025-05-26,2025-05-27,2025-06-02,2025-06-02,Delivered,6
Detroit,Orlando,FedEx,Standard,207.8,4.1,42x40x24,2025-05-20,2025-05-20,2025-05-22,2025-05-22,Delayed,2
Houston,Austin,FedEx,Fragile,100.1,3.9,46x30x14,2025-05-03,2025-05-03,2025-05-08,2025-05-08,Delivered,5
Miami,Phoenix,UPS,Standard,252.4,3.7,22x24x27,2025-05-05,2025-05-05,2025-05-09,2025-05-09,Disrupted,4
Atlanta,Orlando,FedEx,Express,66.3,2.4,40x26x29,2025-05-01,2025-05-01,2025-05-08,2025-05-09,Delivered,8
Philadelphia,Austin,UPS,Express,317.8,4.9,24x23x16,2025-05-02,2025-05-02,2025-05-04,2025-05-04,Delayed,2
Miami,Miami,UPS,Fragile,86.3,3.0,18x25x14,2025-05-04,2025-05-04,2025-05-08,2025-05-09,Delivered,5
Philadelphia,Orlando,FedEx,Express,279.3,4.1,35x21x29,2025-05-02,2025-05-02,2025-05-07,2025-05-08,Delivered,6
Boston,Austin,DHL,Express,191.7,3.2,32x16x12,2025-05-20,2025-05-21,2025-05-25,2025-05-25,Disrupted,4
Boston,Los Angeles,DHL,Standard,157.2,4.2,22x34x9,2025-05-07,2025-05-07,2025-05-12,2025-05-12,Delivered,5
Detroit,Las Vegas,UPS,Fragile,139.4,3.3,43x30x12,2025-05-09,2025-05-09,2025-05-16,2025-05-18,Delivered,9
Boston,Orlando,DHL,Fragile,253.7,4.9,46x10x20,2025-05-23,2025-05-23,2025-05-26,2025-05-26,Delivered,3
New York,Orlando,DHL,Fragile,319.3,6.1,50x37x10,2025-05-22,2025-05-22,2025-05-28,2025-05-28,Delivered,6
Dallas,Los Angeles,DHL,Fragile,169.6,2.3,48x26x24,2025-05-17,2025-05-17,2025-05-24,2025-05-24,Delayed,7
New York,Denver,DHL,Standard,87.0,3.5,28x37x24,2025-05-24,2025-05-24,2025-05-25,2025-05-26,Delivered,2
Miami,Denver,DHL,Fragile,155.4,2.8,33x30x26,2025-05-15,2025-05-15,2025-05-17,2025-05-17,Delivered,2
